DHSCLUST,ADM1NAME,DHSREGCO,DHSREGNA,URBAN_RURA,DISTRICT,DT_CEN_CD,ST_NM,ST_CEN_CD,geometry,flag
30042,ASSAM,300,Kokrajhar,R,Kokrajhar,1,Assam,18,"c(NA, NA)",NA
58101,KARNATAKA,581,Kolar,U,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58102,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58103,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58104,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58105,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58106,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58107,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58108,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58109,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58110,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58111,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58112,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58113,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58114,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58115,KARNATAKA,581,Kolar,U,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58116,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58117,KARNATAKA,581,Kolar,U,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58118,KARNATAKA,581,Kolar,U,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58119,KARNATAKA,581,Kolar,U,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58120,KARNATAKA,581,Kolar,U,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58121,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58122,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58123,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58124,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58125,KARNATAKA,581,Kolar,U,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58126,KARNATAKA,581,Kolar,U,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58127,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58128,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58129,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58130,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58131,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58132,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58133,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58134,KARNATAKA,581,Kolar,U,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58135,KARNATAKA,581,Kolar,U,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58136,KARNATAKA,581,Kolar,U,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58137,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58138,KARNATAKA,581,Kolar,U,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58139,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58140,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58141,KARNATAKA,581,Kolar,U,Kolar,27,Karnataka,29,"c(NA, NA)",NA
58142,KARNATAKA,581,Kolar,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
63113,TAMIL NADU,631,Krishnagiri,R,Kolar,27,Karnataka,29,"c(NA, NA)",NA
28201,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28202,MIZORAM,282,Kolasib,R,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28203,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28204,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28205,MIZORAM,282,Kolasib,R,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28208,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28210,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28211,MIZORAM,282,Kolasib,R,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28212,MIZORAM,282,Kolasib,R,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28213,MIZORAM,282,Kolasib,R,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28214,MIZORAM,282,Kolasib,R,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28215,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28216,MIZORAM,282,Kolasib,R,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28217,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28218,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28219,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28220,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28221,MIZORAM,282,Kolasib,R,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28222,MIZORAM,282,Kolasib,R,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28223,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28224,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28225,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28226,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28227,MIZORAM,282,Kolasib,R,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28228,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28229,MIZORAM,282,Kolasib,R,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28230,MIZORAM,282,Kolasib,R,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28232,MIZORAM,282,Kolasib,R,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28233,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28234,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28235,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28236,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28238,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28239,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28240,MIZORAM,282,Kolasib,R,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28241,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
28242,MIZORAM,282,Kolasib,U,Kolasib,2,Mizoram,15,"c(NA, NA)",NA
53001,MAHARASHTRA,530,Kolhapur,U,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53002,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53003,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53004,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53005,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53006,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53007,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53008,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53009,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53010,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53011,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53012,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53013,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53014,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53015,MAHARASHTRA,530,Kolhapur,U,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53016,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53017,MAHARASHTRA,530,Kolhapur,U,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53018,MAHARASHTRA,530,Kolhapur,U,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53019,MAHARASHTRA,530,Kolhapur,U,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53020,MAHARASHTRA,530,Kolhapur,U,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53021,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53022,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53023,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53024,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53025,MAHARASHTRA,530,Kolhapur,U,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53026,MAHARASHTRA,530,Kolhapur,U,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53027,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53028,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53029,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53030,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53031,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53032,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53033,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53034,MAHARASHTRA,530,Kolhapur,U,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53036,MAHARASHTRA,530,Kolhapur,U,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53037,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53038,MAHARASHTRA,530,Kolhapur,U,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53039,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53040,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53041,MAHARASHTRA,530,Kolhapur,U,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
53042,MAHARASHTRA,530,Kolhapur,R,Kolhapur,34,Maharashtra,27,"c(NA, NA)",NA
34202,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34203,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34204,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34206,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34207,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34208,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34210,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34211,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34213,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34214,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34216,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34217,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34219,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34220,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34221,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34222,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34223,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34224,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34226,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34227,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34228,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34229,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34230,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34232,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34233,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34234,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34235,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34236,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34237,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34238,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34239,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34240,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34241,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
34242,WEST BENGAL,342,Kolkata,U,Kolkata,16,West Bengal,19,"c(NA, NA)",NA
60001,KERALA,600,Kollam,U,Kollam,13,Kerala,32,"c(NA, NA)",NA
60002,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60003,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60004,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60005,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60006,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60007,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60008,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60009,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60010,KERALA,600,Kollam,U,Kollam,13,Kerala,32,"c(NA, NA)",NA
60011,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60012,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60013,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60014,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60015,KERALA,600,Kollam,U,Kollam,13,Kerala,32,"c(NA, NA)",NA
60016,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60017,KERALA,600,Kollam,U,Kollam,13,Kerala,32,"c(NA, NA)",NA
60018,KERALA,600,Kollam,U,Kollam,13,Kerala,32,"c(NA, NA)",NA
60019,KERALA,600,Kollam,U,Kollam,13,Kerala,32,"c(NA, NA)",NA
60020,KERALA,600,Kollam,U,Kollam,13,Kerala,32,"c(NA, NA)",NA
60021,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60022,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60023,KERALA,600,Kollam,U,Kollam,13,Kerala,32,"c(NA, NA)",NA
60024,KERALA,600,Kollam,U,Kollam,13,Kerala,32,"c(NA, NA)",NA
60025,KERALA,600,Kollam,U,Kollam,13,Kerala,32,"c(NA, NA)",NA
60026,KERALA,600,Kollam,U,Kollam,13,Kerala,32,"c(NA, NA)",NA
60027,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60028,KERALA,600,Kollam,U,Kollam,13,Kerala,32,"c(NA, NA)",NA
60029,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60030,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60031,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60032,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60033,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60034,KERALA,600,Kollam,U,Kollam,13,Kerala,32,"c(NA, NA)",NA
60035,KERALA,600,Kollam,U,Kollam,13,Kerala,32,"c(NA, NA)",NA
60036,KERALA,600,Kollam,U,Kollam,13,Kerala,32,"c(NA, NA)",NA
60037,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60038,KERALA,600,Kollam,U,Kollam,13,Kerala,32,"c(NA, NA)",NA
60039,KERALA,600,Kollam,U,Kollam,13,Kerala,32,"c(NA, NA)",NA
60040,KERALA,600,Kollam,R,Kollam,13,Kerala,32,"c(NA, NA)",NA
60042,KERALA,600,Kollam,U,Kollam,13,Kerala,32,"c(NA, NA)",NA
56001,KARNATAKA,560,Koppal,U,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56002,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56003,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56004,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56005,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56006,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56007,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56008,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56009,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56010,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56011,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56012,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56013,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56014,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56015,KARNATAKA,560,Koppal,U,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56016,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56017,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56018,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56019,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56020,KARNATAKA,560,Koppal,U,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56021,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56022,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56023,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56024,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56025,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56026,KARNATAKA,560,Koppal,U,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56027,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56028,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56029,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56030,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56031,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56032,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56033,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56034,KARNATAKA,560,Koppal,U,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56035,KARNATAKA,560,Koppal,U,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56036,KARNATAKA,560,Koppal,U,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56037,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56038,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56039,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56040,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56041,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
56042,KARNATAKA,560,Koppal,R,Koppal,6,Karnataka,29,"c(NA, NA)",NA
39725,ODISHA,397,Nabarangapur,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39801,ODISHA,398,Koraput,U,Koraput,29,Odisha,21,"c(NA, NA)",NA
39802,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39803,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39804,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39805,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39806,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39807,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39808,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39809,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39810,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39811,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39812,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39813,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39814,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39815,ODISHA,398,Koraput,U,Koraput,29,Odisha,21,"c(NA, NA)",NA
39816,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39817,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39818,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39819,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39820,ODISHA,398,Koraput,U,Koraput,29,Odisha,21,"c(NA, NA)",NA
39821,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39822,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39823,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39824,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39825,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39826,ODISHA,398,Koraput,U,Koraput,29,Odisha,21,"c(NA, NA)",NA
39827,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39828,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39829,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39830,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39831,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39832,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39833,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39834,ODISHA,398,Koraput,U,Koraput,29,Odisha,21,"c(NA, NA)",NA
39835,ODISHA,398,Koraput,U,Koraput,29,Odisha,21,"c(NA, NA)",NA
39836,ODISHA,398,Koraput,U,Koraput,29,Odisha,21,"c(NA, NA)",NA
39837,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39838,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39839,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39840,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39841,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
39842,ODISHA,398,Koraput,R,Koraput,29,Odisha,21,"c(NA, NA)",NA
40401,CHHATTISGARH,404,Korba,U,Korba,5,Chhattisgarh,22,"c(NA, NA)",NA
40402,CHHATTISGARH,404,Korba,R,Korba,5,Chhattisgarh,22,"c(NA, NA)",NA
40403,CHHATTISGARH,404,Korba,R,Korba,5,Chhattisgarh,22,"c(NA, NA)",NA
40404,CHHATTISGARH,404,Korba,R,Korba,5,Chhattisgarh,22,"c(NA, NA)",NA
